price,bedrooms,bathrooms,sqft,location
383000,3,1.75,1500,98072
370000,4,3,2490,98042
454000,4,2.5,3040,98019
1.40E+06,5,3.25,4140,98177
371000,4,1.75,1690,98056
530000,3,1.75,1430,98008
608000,4,2.75,2490,98011
450000,3,1.75,1350,98125
780000,4,2.5,3140,98075
290000,4,2.5,2340,98042
225000,3,1.75,1610,98092
805000,4,2.5,3320,98077
660000,3,2.5,2390,98011
299000,3,1.75,1180,98059
530000,2,2.25,1260,98103
680000,3,2.5,1800,98199
199900,4,1.75,1790,98001
224000,3,1.75,1760,98178
244000,3,1.75,1540,98031
485000,4,1.75,1260,98117
330000,4,2.5,2240,98030
509000,4,2,1630,98119
440000,4,2.5,2350,98059
244000,3,2,1350,98022
399700,4,1.75,1320,98106
519000,4,2.5,1950,98107
211000,4,1,2100,98168
950000,3,2.5,3480,98177
410000,3,2.5,1830,98074
750000,4,2,2640,98117
133400,3,1,900,98023
240000,3,2,1553,98022
539000,3,2.5,1710,98052
688000,4,3,3400,98045
465000,3,1.5,1270,98115
936000,3,1.75,2960,98116
620000,4,2.5,3040,98053
429950,3,1.75,1430,98133
296475,3,2.5,1520,98038
330000,4,2,1820,98155
445000,3,2.25,1800,98052
846000,4,3.25,2720,98118
725000,4,1.75,1980,98116
369000,4,2.5,2550,98023
625000,3,1.75,2210,98005
535000,3,2,2120,98053
229950,4,1.5,1570,98002
229999,3,1.75,1310,98092
850000,5,3.5,3150,98115
589900,4,4.5,3870,98027
513000,2,1,1840,98144
401000,3,1,1120,98027
260000,3,2.5,1440,98146
525000,4,2.75,2300,98177
470000,3,3.5,2070,98056
205000,4,1.5,1420,98198
620000,3,2.25,2010,98027
229000,3,1.5,1200,98146
445000,2,2,1150,98115
215000,2,1,1240,98168
504975,2,2.5,1900,98053
495000,4,2.25,2350,98011
205000,3,1,1120,98042
152275,1,1,1020,98146
586000,4,2.25,1930,98125
779950,2,2.5,2680,98053
557000,4,1.75,2660,98074
610000,4,2.25,2200,98144
405000,3,1.5,1010,98125
320000,4,2.25,2310,98055
356000,3,1,920,98118
794500,5,3,3030,98115
349000,3,1.75,1590,98059
549000,4,2.25,2740,98027
193000,3,1,960,98002
700000,3,1.5,2240,98008
523000,3,2.5,2400,98065
565000,5,3.25,2860,98155
500000,4,2.5,2960,98065
1.45E+06,4,3.25,3770,98109
710000,6,3.5,3830,98027
333000,4,2,2750,98055
580000,3,1.75,2100,98115
289950,4,1.75,1500,98188
375000,2,1,710,98199
505000,2,3,2770,98074
324950,3,1.75,2050,98178
490000,4,2.25,1960,98052
630000,4,2,1770,98199
595000,3,2.75,3290,98056
872500,4,2,1990,98199
490000,2,1,1760,98126
1.90E+06,4,3.25,5080,98006
310000,2,1,1020,98056
450000,3,1,1350,98055
539000,3,1.5,1740,98074
888550,3,2.5,3540,98053
269950,3,2.5,1520,98058
142000,0,0,290,98024
300000,3,1.75,1310,98034
780000,2,3.25,3000,98005
545000,3,2.5,2660,98027
278000,3,2.25,2120,98042
342000,3,2.25,1200,98034
190000,4,1.75,1900,98038
387000,2,1.5,1010,98103
279950,3,2.25,1850,98058
550000,6,4.5,4520,98031
439000,3,2,2010,98019
774888,3,2.25,2420,98027
480000,5,2.5,2732,98003
835000,4,2,1910,98103
1.50E+06,5,3.5,3520,98119
771000,4,2,2220,98117
1.23E+06,4,2.25,2020,98199
600000,4,2.5,2090,98007
305000,3,1,1580,98058
1.39E+06,5,1.75,2650,98004
216500,3,1,1020,98188
370000,3,2.5,1070,98116
492650,4,1.75,2120,98177
431200,5,1.75,1360,98034
277500,4,2,1700,98030
278000,5,1.5,1820,98032
351000,4,1,1430,98072
850000,4,3.5,4140,98034
885000,2,2,1313,98119
399950,3,2,1590,98022
185000,3,1.75,1080,98178
440000,5,3,2730,98178
2.40E+06,4,3.25,3800,98006
299000,3,2.25,2540,98031
299500,3,1.75,1810,98032
420000,3,1.5,1540,98155
234000,4,1,1390,98032
540000,2,1.75,1460,98103
649950,4,2.5,2350,98077
330000,3,1,1160,98125
840000,4,3.25,3500,98053
370000,3,2.5,1980,98031
410000,3,1.5,1250,98056
257000,2,1,770,98125
350000,3,1,1920,98118
380000,2,1,1120,98177
344000,3,1,1150,98072
488000,3,2.5,1590,98117
465000,3,1,910,98117
229500,2,1.75,1870,98178
445000,5,3,2420,98146
246000,4,1.5,2120,98030
545000,5,2.5,2730,98028
518000,4,2.5,2560,98056
565000,4,2.5,2620,98056
445000,4,2.5,2760,98056
968000,5,2.5,2900,98004
725000,3,2,1820,98115
315500,3,1.75,1870,98058
487585,4,1.75,2010,98034
246500,2,1,940,98148
819000,3,1.75,1850,98199
349900,5,2.5,2530,98038
267000,3,1,940,98146
480000,3,2.25,1820,98028
525000,2,1,1510,98122
578000,4,2.5,2070,98029
345000,3,2.5,1380,98103
499000,3,1,1270,98116
425000,3,1.5,1390,98008
268000,4,3,1840,98092
240000,3,1,1600,98045
147000,3,1.5,1480,98023
500000,4,2,2120,98033
1.01E+06,4,2.75,2940,98119
991500,4,3,3820,98072
510000,5,2,2740,98117
1.98E+06,4,4,4360,98004
484998,4,2.5,1540,98029
1.28E+06,4,3.5,4660,98006
210000,3,1.75,1590,98198
450000,2,1,1180,98007
875000,4,1.75,2360,98004
529950,4,2.75,1860,98056
415000,3,1.75,1470,98122
590000,4,2,2990,98028
379950,3,1.5,1690,98028
385000,1,1,660,98118
588000,3,1.75,2310,98177
252500,2,1,770,98108
530000,3,3.5,2320,98033
385000,2,1.5,1370,98072
419000,3,2.25,1700,98034
175000,2,1,960,98118
515000,2,1,1150,98115
945000,4,2.5,2910,98115
359900,5,2.25,2290,98058
419950,4,2.5,2260,98056
460000,3,1.75,1300,98199
255000,3,2.25,1850,98023
481000,4,1.75,1920,98006
719521,4,1.75,1920,98006
1.08E+06,3,3,4910,98007
334000,4,2.5,2210,98178
675000,4,2.75,2280,98105
556000,3,1.75,1640,98126
900000,4,2,1980,98119
400000,3,1,900,98117
724950,4,1.75,1960,98117
321000,4,2.25,1800,98031
1.36E+06,4,3.5,4270,98199
171000,4,2,1520,98188
1.36E+06,4,3,5430,98053
323000,3,1.75,1950,98014
491500,4,1.75,2190,98092
226000,4,1.5,1200,98042
580000,6,1.75,2180,98105
640000,4,2.5,2320,98004
619790,3,1.75,1040,98199
383962,4,2.5,2700,98188
373000,3,2,1400,98144
541338,3,2.5,2060,98052
254922,2,1,780,98133
575000,3,2.25,2400,98117
650000,4,3,2900,98008
269950,3,1.5,1740,98055
270950,2,1,780,98168
495000,3,2.75,2430,98028
794154,4,2,2210,98199
340768,3,1.5,1510,98003
375000,2,1,900,98125
820000,4,2.5,3670,98075
555000,2,2.25,1160,98105
312500,2,1.5,1070,98103
450000,2,1,950,98112
739000,3,2.75,2950,98029
320000,3,2,1420,98155
235000,3,1,1590,98166
275500,4,1,1290,98146
564000,2,2,1690,98053
263000,4,1.75,1340,98188
257000,3,1.75,1397,98092
725000,4,2.5,3750,98092
300000,3,2.25,2000,98055
328000,3,2,2250,98001
187500,3,1,840,98023
400000,3,1,1100,98117
515000,3,1.5,1660,98136
1.41E+06,2,2,2180,98146
235000,3,1,1460,98055
669000,4,2.5,2470,98053
282000,3,1,1250,98065
663000,3,2,1480,98117
279900,3,3.25,2240,98198
335000,3,2,1570,98155
689000,4,2.75,3250,98155
413100,3,2.25,1790,98077
506950,3,2.5,2080,98065
500000,3,2.5,1480,98112
540000,5,3,3610,98038
812000,3,2.5,2040,98122
1.20E+06,4,3.25,3850,98074
370000,3,2.25,3230,98092
338000,3,2,2440,98148
185000,4,1,1490,98168
450000,3,1,1150,98008
451000,2,1,900,98115
785000,4,2.5,3210,98074
850000,5,3,3900,98116
235000,3,1,1240,98198
1.15E+06,3,1.75,1760,98125
377500,3,2.25,1410,98027
825500,3,2.5,2780,98034
1.06E+06,5,3.25,3230,98117
880000,5,3.5,4600,98006
413800,3,2,1440,98053
504200,2,1.5,1200,98103
421500,4,3,2793,98030
855169,4,2.5,2970,98052
380000,3,2,1440,98106
580000,3,2.25,1480,98103
377000,3,2.5,1870,98019
329900,4,2.75,2475,98002
921800,4,2.5,2950,98199
529500,3,2.25,1410,98116
363990,4,2.5,2240,98038
834950,5,2.75,3230,98074
399000,3,2,2100,98014
338900,3,2.25,1936,98030
419950,3,2.5,3120,98038
493000,4,2.5,2070,98028
650000,4,2.5,3700,98028
456000,3,2.5,2130,98045
425000,3,2.25,1620,98027
348000,3,2.5,1490,98133
1.04E+06,5,4,4180,98052
299000,2,2.5,1400,98106
1.26E+06,4,3.75,3490,98004
155000,3,1,1300,98014
319500,4,2.5,2730,98002
274000,3,2.5,1830,98055
429000,5,2.5,2340,98059
267800,3,1.75,1410,98106
369950,3,2.5,1930,98146
480000,6,5,3028,98030
440000,4,3.5,3180,98055
839704,4,3.25,2950,98027
535000,3,3.25,1430,98107
290000,2,1.5,1020,98103
370000,3,2.5,1650,98133
405000,3,2,1060,98103
499431,4,2.75,2620,98045
275000,4,2.5,1830,98118
320000,3,2.25,998,98117
425000,4,2.5,2070,98065
1.45E+06,4,3.5,2860,98102
340000,3,2,1920,98022
299900,3,2.5,1210,98106
865950,5,3.5,4890,98011
720000,4,2.5,3420,98034
460000,4,3.5,2870,98178
375000,3,2.5,1600,98027
386180,2,1.5,960,98122
280000,3,2.75,1740,98022
359000,4,2.5,2575,98001
785000,5,3.25,3660,98065
425000,3,2.25,1420,98144
575000,5,2.5,3070,98059
465000,3,2.5,1920,98022
1.85E+06,4,3.25,4160,98004
720000,4,3.25,3276,98166
390000,5,3.75,2890,98108
2.21E+06,3,2.5,3430,98034
1.05E+06,4,3.5,3390,98199
915000,6,3.75,2930,98006
562000,2,2.25,1300,98103
349000,2,1.75,1250,98144
375000,4,2.5,2310,98042
479950,2,2.25,1360,98107
319000,4,2.5,2020,98023
325000,3,1.5,1270,98133
505657,4,2.75,2790,98045
340000,4,2.5,2320,98038
250000,3,2.5,1750,98001
349500,4,2.5,2030,98001
290750,3,2.5,1270,98118
715000,5,3.25,2710,98027
689950,4,2.75,2520,98125
425000,2,2.5,1340,98117
657000,2,3,1570,98107
359950,4,3.5,2690,98038
319900,4,2.75,2475,98002
532000,3,3.75,2260,98118
291000,2,1,840,98103
675000,3,3.25,1720,98112
885000,3,2.25,2940,98136
1.45E+06,5,3.5,4170,98004
780000,6,4.25,4310,98074
839950,4,2.75,3010,98033
645000,3,2.5,2170,98027
263000,3,2.5,1584,98002
345000,2,2.25,1110,98103
505000,4,2.5,2420,98059
522500,2,2.25,1430,98115
400000,3,2.5,2393,98055
543000,3,2.25,1240,98103
495000,4,2.5,2980,98056
549995,4,3.5,2970,98059
327555,3,2.5,2329,98030
690000,5,3.25,3340,98065
673000,4,2.25,2580,98116
384435,3,2.5,2029,98003
780000,4,2.75,3430,98052
1.38E+06,5,3.75,3330,98103
950968,5,3.5,3220,98052
334950,2,2.25,1240,98027
489000,3,3.5,1500,98107
600000,3,3,3530,98028
282000,3,2.25,1260,98106
442000,4,4,4168,98023
220000,2,1.5,1030,98038
489000,3,2.5,3080,98055
250000,3,1.5,1072,98042
484259,4,2.75,2790,98045
1.68E+06,3,2.5,4090,98177
450000,3,2.5,1800,98065
299000,2,1.5,830,98122
450000,3,2.5,2280,98028
585000,4,3,2110,98029
660000,3,2.25,1570,98103
301500,2,1.5,830,98136
949950,4,3.75,4120,98075
759990,4,2.5,2540,98029
355000,4,2.75,2050,98001
889950,4,2.75,3080,98033
629800,3,2.5,2390,98027
745000,4,2.5,3170,98056
379900,2,1.5,1240,98144
335000,3,2.5,1090,98126
809000,5,4.5,4630,98065
569950,4,2.5,3230,98065
723000,4,3.5,3510,98065
282000,4,2.5,1785,98030
569900,5,3.25,2360,98108
385000,4,2,2340,98146
420000,3,2.25,1620,98027
2.25E+06,3,3.25,3890,98102
1.21E+06,4,3.5,3590,98115
292000,4,3,1984,98002
645000,3,2.25,1640,98105
304500,4,2,1350,98027
489500,4,3.5,2730,98019
1.58E+06,4,4,5610,98074
390000,2,1,962,98115
815000,4,3.5,3040,98029
719000,3,3.5,2540,98006
331210,4,2.5,2240,98001
245000,3,1.5,1260,98133
465000,5,4,3210,98019
580000,3,2.5,1620,98103
540000,3,2,1580,98116
399000,3,2.5,1430,98103
328000,4,2.5,1850,98038
701000,4,2.5,3340,98065
408000,3,2.75,2670,98038
2.64E+06,5,4.25,4660,98004
445000,3,2.5,1550,98144
672500,4,2.5,3470,98065
538000,3,2.5,3010,98059
450000,5,3.5,3931,98023
362500,3,2.5,1800,98126
414950,3,2.5,1570,98103
679950,3,2.5,2230,98133
290000,4,2.5,2423,98023
230000,3,2,1160,98106
439950,2,2,1440,98053
349900,4,2.5,2052,98003
550000,5,2.5,2780,98126
1.05E+06,4,4.25,3720,98116
655000,2,2.25,1460,98119
385000,3,3.5,1370,98116
729999,6,4.5,3600,98118
523950,3,2.25,1420,98103
369000,2,2.5,980,98116
509900,3,2.5,1790,98027
282000,3,2.5,2010,98042
387865,3,2.5,2370,98038
385000,4,2.5,2560,98178
536000,3,2.5,1900,98075
395000,2,2.25,1350,98136
545000,4,2.75,2650,98056
715000,4,2.5,3020,98065
348000,3,2.5,1500,98029
455000,3,1.75,1320,98122
575000,4,2.75,3120,98065
449950,3,2.25,1540,98103
364000,3,2.5,1800,98126
932990,4,2.5,3640,98052
710000,3,2.5,2440,98052
949990,4,4,3970,98074
326989,3,2.5,2060,98038
335606,3,2.5,2538,98092
1.53E+06,5,4.5,4270,98033
299950,3,2.5,1320,98118
962000,4,2.75,3340,98059
395825,2,2.5,1590,98029
419354,5,2.75,2710,98038
920000,4,2.75,3140,98034
366000,3,2.25,1445,98027
480000,4,2.5,2430,98065
388000,3,3.25,1370,98116
2.32E+06,4,3.5,5050,98004
730000,3,2.5,1860,98122
950000,5,3.75,5330,98027
358990,3,3.25,1710,98106
398651,4,2.5,2650,98146
530000,4,2.5,2590,98056
610360,4,2.5,2610,98056
436110,3,2.5,1770,98103
925000,4,2.75,3730,98074
449950,4,2.5,2420,98166
760000,4,2.5,3330,98052
293000,3,2.25,1910,98055
695000,2,2.5,2170,98053
285000,3,2.5,2437,98002
1.26E+06,5,4,4180,98075
379900,3,2.5,1800,98126
472000,5,2.5,2570,98019
300000,4,2.5,2090,98031
272000,4,2.5,2789,98001
418395,4,2.5,2906,98092
465000,5,2.5,2550,98065
659950,4,2.75,3550,98059
484950,3,2.25,1590,98136
359000,3,2.25,1950,98056
519000,4,2.5,3250,98059
1.71E+06,5,4.5,4590,98033
535000,4,2.75,3070,98059
622950,4,3.25,3030,98065
515000,3,2.5,2610,98059
330000,4,3.5,3150,98042
318000,3,1.5,1240,98133
439000,3,2.5,1680,98011
540000,3,2.5,2220,98146
1.08E+06,4,3.25,4800,98059
435000,4,2.5,3100,98038
2.70E+06,4,4,7850,98027
1.10E+06,4,2.75,3590,98052
293467,4,2,1590,98027
328000,3,2.5,2242,98092
550000,3,3.5,2490,98027
649000,3,2,1530,98107
435000,4,2.5,2150,98059
625000,3,2.5,2440,98106
415000,3,1.5,1270,98115
400000,3,2.25,1450,98028
979000,3,2.5,2690,98117
625250,4,2.5,2755,98053
665000,4,3.5,2650,98027
589500,3,3.25,2310,98116
437000,2,3,1460,98136
320000,3,1,1400,98059
333500,3,2.5,2196,98030
430000,3,2.25,2020,98108
995500,5,4.5,4280,98034
427874,3,3,2340,98045
334990,4,2.5,2220,98146
909500,4,4,4420,98027
210000,3,2,1580,98042
952990,4,2.75,3550,98052
622500,2,1.75,1510,98107
515000,3,3.5,1360,98107
350000,3,2.5,2040,98042
310000,1,1.5,1120,98144
700000,4,3.5,4490,98065
907687,4,2.5,3560,98075
741500,2,2.5,2150,98053
395000,3,2.5,2130,98019
559950,5,2.75,2990,98059
215000,4,2.5,1847,98001
390000,4,2.5,2610,98010
425000,3,2.25,1670,98022
472000,3,2.5,1860,98038
1.33E+06,4,3.5,3440,98040
695000,4,3.5,3510,98065
545000,3,2.5,1740,98116
389950,4,2.5,2240,98056
380000,3,2.25,1550,98103
288790,4,2,1390,98027
432500,3,3,2500,98058
615000,3,3.5,2710,98027
500000,3,2.5,1720,98133
615000,3,2.25,1760,98122
500000,4,2.25,2270,98034
622000,3,3.5,1690,98103
802945,5,3.5,4000,98024
1.26E+06,4,2.5,2880,98033
598950,3,2.5,1480,98107
430000,3,2.5,1950,98065
515000,4,2.75,2700,98065
1.26E+06,2,3,2210,98122
400000,4,3.5,2370,98056
390000,3,2.5,1310,98116
450000,3,2.5,2410,98065
804995,5,1.5,3360,98074
825000,4,3.25,3040,98029
435000,4,2.25,2140,98065
398000,3,2.5,1720,98136
411605,4,2.5,2658,98092
315000,3,3.25,1480,98106
455000,2,2,1350,98199
452950,3,2.5,1150,98107
380000,3,1.75,1690,98108
340000,2,1.75,1270,98108
409950,3,2.5,2655,98023
360000,2,1,880,98122
1.60E+06,4,4.25,4645,98112
440000,3,1.5,1270,98115
730000,2,1.75,1728,98070
408000,3,2.25,1950,98188
820000,4,2.5,3170,98034
360000,2,2.5,1233,98136
339990,3,2.5,2570,98092
515000,3,2,1560,98122
541000,3,1.75,1630,98107
375000,4,2.5,2510,98146
320000,4,2.5,2223,98042
325000,2,2.25,1230,98027
740000,5,2.75,3050,98056
450000,5,2.75,2710,98038
455000,4,2.5,2090,98118
292500,3,2.5,1440,98106
650000,3,2.5,2500,98027
530000,4,2.75,2740,98056
829995,5,3.25,3360,98074
395000,4,2.75,2280,98019
859990,4,2.75,3520,98074
342500,2,1.5,1320,98144
743000,4,2.75,3410,98053
345000,3,2.25,2730,98030
443000,3,2.5,1780,98126
260000,3,2.5,1427,98042
810000,4,2.5,2910,98033
570000,4,2.75,3250,98059
1.56E+06,5,3.5,3630,98004
840000,2,2.5,1680,98119
950000,3,2.5,2280,98112
572800,3,2.5,3310,98065
305000,3,3,1290,98125
1.70E+06,5,4.75,3940,98004
445000,4,2.5,2170,98106
801000,4,3.5,3290,98029
711000,3,2.5,2550,98052
268500,3,2.25,1140,98126
320000,4,2.5,2300,98042
500000,4,3.25,2670,98108
631625,4,2.5,2440,98117
850000,2,2.5,1611,98109
600000,3,3.5,2710,98027
988500,3,2.75,2015,98166
430236,4,3.25,3444,98023
1.27E+06,3,2.5,3060,98004
689500,4,2.5,2050,98029
175003,3,1.5,1390,98108
459000,2,2.5,1240,98107
1.18E+06,4,3.25,3750,98053
358000,3,3.25,1410,98125
447055,4,2.5,2448,98030
415000,3,2.75,2600,98014
1.21E+06,4,3.25,3330,98033
495000,2,2.25,1160,98112
479000,2,2.25,1330,98116
1.90E+06,3,2.5,2830,98074
249900,3,2.5,1610,98055
1.47E+06,4,2.5,2800,98103
1.04E+06,5,3.75,4570,98034
897000,4,2.5,2820,98115
1.10E+06,4,2.5,2570,98033
685000,3,2.25,1710,98122
295000,3,1.5,1220,98033
619000,3,2.25,1650,98103
439108,2,1.5,1130,98116
260000,3,2.25,1489,98002
279000,5,2.5,2690,98178
380000,3,2.25,1530,98177
287000,3,2.5,1600,98092
377000,2,1.5,1000,98199
649950,4,3.5,2440,98117
445000,3,2.5,1260,98107
605000,3,2.5,1660,98115
475000,3,2.25,1190,98115
399000,3,3,1520,98125
718000,5,2.75,3250,98125
1.40E+06,4,3.25,4700,98116
341000,3,2.5,1480,98126
818000,2,2.5,2380,98053
759000,3,2.25,1640,98112
547500,3,3.5,1650,98103
2.70E+06,5,4.75,5305,98033
358000,2,2.5,1278,98136
412000,3,2.5,1200,98144
245000,2,1.5,690,98103
460940,4,2.5,3202,98030
321000,3,2.25,1347,98125
633634,4,3.5,2960,98065
290000,1,0.75,740,98107
445000,2,2.25,1200,98107
887250,5,3.5,4320,98056
739000,3,2.5,2310,98053
429900,3,2,1490,98144
459000,3,2,1480,98136
240000,3,2.25,1481,98002
566950,3,3,1730,98117
1.04E+06,4,3.5,3900,98033
343000,3,3.5,1130,98103
572115,4,3.25,3230,98038
918000,5,3.5,3920,98052
555000,2,1.5,1190,98122
399440,4,2.5,2311,98092
450000,3,2.5,1810,98116
648000,4,2.5,3290,98065
580000,4,2.5,3250,98059
415000,4,2.5,2544,98030
527500,3,2.5,1380,98102
384000,3,2.25,1430,98136
692000,3,2.5,3490,98070
455000,2,1.5,910,98119
1.28E+06,4,3.25,3080,98117
415000,3,2.5,2280,98019
975000,3,2.5,1660,98102
799950,4,2.5,3320,98034
545000,5,4,1680,98106
429900,4,3.5,2584,98023
275000,3,2.5,2217,98001
498000,3,2.5,2480,98059
754950,3,2.5,2610,98033
895000,4,3,3240,98075
580000,4,3.25,3569,98055
379900,4,2.5,3181,98003
245000,4,2.5,1921,98001
417000,3,2.5,1570,98065
555000,3,2.5,1940,98027
555000,3,2.5,1940,98027
353000,4,2.5,2210,98042
539000,3,2.25,1280,98107
434900,3,2,1520,98177
325000,2,2.25,1230,98027
650000,3,2.5,1480,98103
379950,4,2.5,2612,98030
700000,3,2.5,2350,98029
675000,3,2.5,1300,98109
379000,4,1.5,2020,98059
571000,3,2.5,2140,98027
475000,3,2.25,1380,98117
769900,4,3.5,2730,98116
633000,4,3.5,4220,98065
635000,3,2.5,1570,98103
1.24E+06,4,3.5,4670,98027
524000,3,2.25,1370,98107
485000,4,3.5,3273,98055
1.03E+06,3,4,3880,98034
650000,3,3.5,1494,98115
754842,3,2.5,2930,98052
428900,4,2.5,2598,98092
329900,3,2.5,2242,98092
1.04E+06,4,2.5,2830,98199
544999,4,2.5,2710,98065
449950,4,2.75,2320,98059
635000,4,2.5,2720,98133
599000,3,1.75,1650,98105
478000,3,3.25,1430,98107
388000,4,2.5,2090,98055
809950,4,3.5,3660,98034
1.06E+06,4,3.5,4220,98075
659000,2,2.5,1450,98107
971971,4,3.75,3460,98059
389000,3,2.5,1350,98136
355000,4,2.75,3000,98038
551500,4,2.5,2950,98059
417838,4,2.5,2530,98038
1.75E+06,4,4.5,4650,98004
399950,2,1,710,98102
740000,4,2.5,3050,98028
335000,3,2.5,1150,98027
2.25E+06,5,5.25,3410,98039
667000,3,1.75,1370,98103
920000,4,2.5,3540,98033
368000,3,2.5,1370,98136
307000,4,2.5,1714,98055
550000,4,2.75,3650,98028
594491,4,2.5,2990,98045
460458,4,2.5,3284,98092
859000,4,2.25,3550,98006
399950,3,3,1860,98126
547500,3,3.25,1720,98122
310000,3,2.5,2540,98042
939000,4,2.75,3270,98033
329900,2,2.5,980,98117
436000,3,2.5,1150,98107
320000,3,2.5,1820,98166
375000,3,2.5,1580,98126
392137,3,2,1460,98053
520000,4,2.5,2900,98028
535000,5,2.75,2620,98028
407000,2,2.5,1340,98116
424950,4,3.25,3266,98023
290000,2,1.5,1076,98125
399000,3,3.25,1680,98126
439990,3,2.5,1930,98199
635000,4,2.5,2880,98144
635000,4,2.25,2240,98074
351000,3,2.5,2594,98001
437500,2,1.5,1210,98107
919204,4,3.5,3760,98117
923990,4,2.5,3600,98052
639888,4,2.5,2050,98029
675000,3,3.25,1510,98109
899900,4,2.5,2580,98033
252000,3,2.5,1670,98118
925000,4,2.5,3190,98052
552000,3,2.5,1280,98105
388500,4,2.5,2718,98092
548000,2,2,1370,98107
254950,3,2.5,1794,98001
1.24E+06,4,4.5,5120,98053
629000,3,2.5,2160,98118
734000,4,2.5,2180,98133
309000,3,2.25,1490,98106
554950,3,2.5,2950,98059
785000,3,2.75,2990,98014
550000,4,2.5,2700,98059
1.01E+06,4,3.5,3130,98116
1.58E+06,3,2,3620,98040
309000,5,2.75,2481,98001
328423,3,2.5,1730,98146
345000,3,1.5,1420,98144
660000,5,3.5,3160,98011
385000,3,3.25,1320,98199
459000,2,2.25,1010,98119
248000,3,2.5,1870,98042
1.48E+06,4,3.5,5220,98075
379000,4,2.5,2260,98038
2.95E+06,5,4.5,4340,98107
395000,2,2.25,1620,98029
535000,3,2.5,2280,98027
970000,5,3.5,3400,98118
205000,2,1.5,830,98106
310000,4,2.5,2310,98042
334500,2,1.5,830,98144
995000,5,3.25,4130,98074
370228,4,3,2050,98001
383000,4,2.5,2050,98038
384500,3,2.5,1600,98027
865000,5,2.5,3190,98177
1.05E+06,4,3.75,3860,98029
502000,4,2.5,2040,98028
1.75E+06,4,3.5,3845,98004
569995,4,2.5,2650,98059
749950,4,2.5,3430,98077
550000,3,2.5,2430,98074
525000,3,3.5,2876,98072
516000,4,3.5,2550,98065
1.35E+06,4,3.75,4100,98029
440000,4,2.5,2730,98059
660000,3,2.5,1780,98103
261950,3,2.5,1880,98042
551000,5,3.75,3090,98058
665000,3,3.5,2460,98155
610000,4,3.5,2910,98065
645000,4,3.5,2910,98065
536751,3,1.75,1930,98065
260000,3,2.25,1413,98031
1.31E+06,3,3.25,4030,98105
429900,4,3.25,2880,98023
535000,4,2.75,2360,98146
462550,2,1.75,1070,98107
602000,3,3.25,1460,98103
730000,4,2.75,3800,98011
300500,2,1.5,1190,98106
675000,5,2.5,3200,98065
415000,3,2.25,1970,98108
614000,3,2.5,2830,98011
385000,4,2.5,2630,98042
594000,4,2.75,2720,98028
860000,4,2.75,3160,98033
1.10E+06,4,4,3770,98074
775000,4,2.75,3500,98053
430760,5,2.75,2710,98038
755000,2,2.5,2170,98053
640000,2,2.25,1540,98122
613500,3,3.25,1876,98115
780000,4,3.5,3720,98010
550000,4,2.5,3148,98198
789500,4,3.25,3240,98053
592000,5,3.5,3340,98065
454950,4,2.5,2413,98042
475000,4,2.5,2500,98059
659000,2,1.75,1180,98102
570000,4,2.5,2890,98028
347500,5,3,2230,98168
205000,4,2.5,1767,98001
380000,3,3.25,1450,98126
718000,5,2.75,2930,98056
515805,5,2.75,2710,98059
1.03E+06,4,3.25,3600,98059
437718,3,2.5,1800,98065
450000,4,2.5,2290,98106
515000,3,2.5,1510,98122
204000,2,2.5,1090,98198
360000,3,2,1270,98103
550000,3,2.25,1540,98103
650880,3,2.5,2930,98065
1.79E+06,5,3.75,4360,98033
895900,4,3.5,3640,98075
585000,4,2.5,2430,98027
380000,3,2.25,1520,98126
565997,5,2.75,2730,98059
459000,3,3,2440,98126
550000,3,3.75,1580,98144
500000,3,2.25,1420,98103
461500,5,3.25,2820,98118
2.15E+06,4,5.5,5060,98004
790000,4,2.5,2650,98116
735000,3,2.25,1490,98112
588000,4,2.5,3060,98059
724500,3,3.25,3240,98075
749000,3,2.75,2820,98052
720000,5,3.5,4140,98075
250000,2,1.5,982,98133
790000,3,2.75,2460,98029
392440,4,2.5,2547,98092
280000,4,2.25,1834,98042
1.33E+06,4,4.5,3130,98112
649000,4,2.5,2730,98126
457000,2,2.5,1380,98117
2.23E+06,4,4.25,4700,98033
453000,3,3,2330,98108
329780,3,2.5,1730,98146
1.05E+06,2,2.5,2350,98144
771005,5,4.5,4000,98024
1.30E+06,3,2.5,3350,98008
607500,3,3.25,1530,98107
278000,2,2.25,1610,98056
475000,4,2.75,2620,98045
270000,3,2,1300,98126
1.30E+06,4,3.5,3590,98115
778983,4,2.5,2490,98052
221000,3,2.5,1320,98118
338800,4,2.25,1800,98106
834995,5,1.5,3360,98074
550000,4,2.5,3220,98019
575000,3,3.5,2514,98034
649000,4,2.75,3130,98059
545000,4,2.5,2720,98065
625000,2,2.25,1390,98122
1.04E+06,4,4.5,4920,98045
611000,3,2.5,2134,98027
300000,3,2.5,1741,98030
577000,3,2.5,2560,98053
349990,4,2.5,2220,98038
650000,3,2.5,1910,98029
378000,2,1.5,980,98144
313200,3,2.5,1950,98042
1.21E+06,5,4.25,4150,98075
252500,2,1.5,1110,98118
308000,3,2.5,1250,98106
803100,4,2.5,3310,98052
415000,4,2.5,2020,98059
785000,4,3.5,3310,98053
499950,4,2.5,2798,98055
216000,4,2.5,1847,98001
380000,4,2.5,2420,98038
345000,4,2.5,2020,98038
456500,4,2.5,2400,98059
382495,3,2.5,1760,98038
